,const,ln_export_area,ln_export_pop,abs_latitude,longitude,rain_min,humid_max,low_temp,ln_coastline_area,island_dum,islam,legor_fr,legor_uk,region_n,region_s,region_w,region_e,region_c,ln_avg_gold_pop,ln_avg_oil_pop,ln_avg_all_diamonds_pop,ln_pop_dens_1400,colony0,colony1,colony2,colony3,colony4,colony5,colony6,colony7,LNYR1990,LNYR1991,LNYR1992,LNYR1993,LNYR1994,LNYR1995,LNYR1996,LNYR1997,LNYR1998,LNYR1999,LNYR2000,LNYR2001,LNYR2002,LNYR2003,LNYR2004,LNYR2005,LNYR2006,LNYR2007,LNYR2008,LNYR2009,LNYR2010,LNYR2011,LNYR2012,LNYR2013,LNYR2014,LNYR2015,LNYR2016,LNYR2017,LNYR2018,LNYR2019,LNYR2020
1990,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
1991,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
1992,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
1993,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
1994,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
1995,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
1996,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
1997,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
1998,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
1999,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
2000,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
2001,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
2002,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
2003,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
2004,-9024.395659931197,-431.3811845874708,532.0230759092398,-97.18678563897365,78.25795385113018,-20.708010265005946,-4.1672669761609455,-45.81217300769458,-30.522271196673046,3313.3515556261145,-7.766046247296579,-4212.4437853733525,-4811.951874561889,40.79197281573579,-3639.7566041108944,374.86701705352243,-3105.358079853988,-2694.9399658394254,39.277352336016534,-150.3528373767747,251.53214646249177,790.1270951559072,-451.6347329126229,-1793.8293621478474,-1607.5072998947155,-2749.4490127848817,-603.4244350726544,700.8626077500527,-3034.4806264834974,515.0672016110484,1985.1852291524858,-2514.260375835386,-603.9957576248479,663.3554520637817,6476.210591312193,-4140.84342405359,-3072.228884384449,2539.108049102855,219.71790239045686,-2164.9083622321905,699.0809094359229,-379.0135239306619,-454.795542090691,-616.088620146279,522.6802379531728,2700.4071558701726,1208.8181213196967,-915.1140808578848,-1035.6413400608105,1852.20359548698,597.0660700592771,2176.2436235999867,-3210.5084512842873,-1037.027065119557,-1146.3702838343834,435.6425152840902,2196.323208613001,-2573.789433995027,198.74831335630915,3390.925522404973,-1377.8851793832982
